beta,bookValuePerShare,currentRatio,divGrowthRate3Year,dividendAmount,dividendDate,dividendPayAmount,dividendPayDate,dividendYield,epsChange,epsChangePercentTTM,epsChangeYear,epsTTM,grossMarginMRQ,grossMarginTTM,high52,interestCoverage,low52,ltDebtToEquity,marketCap,marketCapFloat,netProfitMarginMRQ,netProfitMarginTTM,operatingMarginMRQ,operatingMarginTTM,pbRatio,pcfRatio,peRatio,pegRatio,prRatio,quickRatio,returnOnAssets,returnOnEquity,returnOnInvestment,revChangeIn,revChangeTTM,revChangeYear,sharesOutstanding,shortIntDayToCover,shortIntToFloat,symbol,totalDebtToCapital,totalDebtToEquity,vol10DayAvg,vol1DayAvg,vol3MonthAvg
1.32092,14.42425,5.75876,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.16023,41.00047,41.27206,25.17,18.24165,13.99,11.63818,463.1671,32.09038,6.6268,9.57396,7.75714,11.78851,1.10824,10.20844,12.11829,0.0,1.12456,3.72947,7.52089,9.99949,8.70986,0.0,0.0,0.0,32.94218,0.0,0.0,ACLS,10.42491,11.63818,168123.0,168120.0,4807510.0
0.0,0.0,0.98052,0.0,0.0,,0.275,2018-05-15 00:00:00.0,0.0,0.0,0.0,11.40478,0.0,4.65941,4.71072,50.89,0.0,12.145,149.4462,2079.079,93.34804,0.0,0.0,0.0,0.0,0.92117,0.0,0.0,0.0,0.12212,0.77373,0.0,0.0,0.0,1.6835,1.62359,0.0,93.61006,0.0,0.0,ADNT,55.91736,149.8892,1338491.0,1338490.0,46127130.0
0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,0.0,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ACTT,0.0,0.0,283891.0,0.0,0.0
3.37946,0.0,7.08435,0.0,0.0,,0.0,,0.0,0.0,77.14892,60.56814,0.0,0.0,0.0,24.75,0.0,2.03,0.0,17.64579,7.71491,0.0,0.0,0.0,0.0,0.40873,0.0,0.0,0.0,0.76267,0.0,0.0,0.0,0.0,0.0,168.4695,0.0,8.02082,0.0,0.0,ADXS,0.0,0.0,133308.0,133310.0,11256810.0
1.41076,0.0,3.40966,0.0,0.656,2019-07-01 00:00:00.0,0.164,2019-07-24 00:00:00.0,0.9,0.0,49.17882,0.0,3.5252,54.03877,54.79179,82.27,39.16667,60.42,35.08293,22912.68,314.8516,14.70113,22.63399,17.4475,18.72883,4.48488,16.94725,20.56905,0.41825,4.56519,2.822,12.75974,23.33128,14.83126,0.0,6.33475,0.0,315.9933,0.0,0.0,A,25.9714,35.08293,1821856.0,1821860.0,52831190.0
1.89893,36.88668,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,20.56363,46.37084,79.18,0.0,54.75,8.53338,35659.26,439.9677,0.0,0.0,0.0,0.0,1.10794,0.0,0.0,0.0,107.1479,0.0,0.0,0.0,0.0,0.0,511.0981,0.0,519.5114,0.0,0.0,AABA,7.86244,8.53338,6670847.0,6670850.0,160135280.0
1.14578,0.0,1.22628,0.0,0.79,2019-05-06 00:00:00.0,0.80599,2018-05-15 00:00:00.0,3.95,0.0,42.64638,0.51681,0.67971,32.56901,30.99259,24.45,15.71739,18.045,48.63746,43137.63,2168.091,6.06105,5.61494,8.61691,7.80248,2.90349,17.20687,29.0418,0.680991,1.5369,0.97554,3.53478,10.39799,6.1974,0.0,18.01707,0.0,2168.148,0.0,0.0,ABB,36.06266,58.76509,1622081.0,1622080.0,41075120.0
0.9377,6.40151,0.94558,0.0,1.6,2019-05-17 00:00:00.0,0.4,2019-09-03 00:00:00.0,1.9,0.0,237.7341,0.0,4.00171,3.16896,2.77626,94.85,20.99672,69.36,149.2495,17713.71,152.9128,0.0648,0.47371,0.1098,0.61015,6.06354,12.84919,21.061,0.088591,0.10113,0.55623,2.14933,28.41438,8.46354,0.0,9.93185,0.0,210.177,0.0,0.0,ABC,60.4446,158.9364,1453989.0,1453990.0,31097110.0
1.21637,8.93266,1.14949,0.0,0.0,,0.0,,0.0,0.0,15.77601,9.35587,8.47815,16.71056,16.1015,84.09,3.22822,58.6,173.3452,1573.645,19.0291,2.44793,2.44233,4.65645,4.54873,3.11927,7.7329,9.56577,0.606349,0.22688,0.32524,6.35135,36.47325,12.02954,0.0,6.47835,0.0,19.40376,0.0,0.0,ABG,79.43179,386.1871,137267.0,137270.0,2961500.0
0.07088,6.00647,0.0,0.0,1.0,2019-05-30 00:00:00.0,0.25,2019-09-16 00:00:00.0,2.8,0.0,59.36602,19.00043,3.22109,0.0,0.0,41.45,0.0,33.0689,0.0,251.6736,6.76499,31.51841,30.52007,38.66702,37.48084,1.44812,9.86027,11.0832,0.186693,3.38389,0.0,1.38317,13.7404,0.0,0.0,17.01913,0.0,7.04968,0.0,0.0,ACNB,0.0,17.12324,8205.0,8210.0,150590.0
0.62502,5.90997,1.50499,0.0,0.72,2019-07-03 00:00:00.0,0.18,2019-08-05 00:00:00.0,1.85,0.0,21.21513,16.65668,1.23477,11.31874,10.85768,41.335,4.76667,25.64,61.12461,2587.284,65.77665,1.87496,1.26784,3.41757,2.44919,1.74581,13.54599,31.57673,1.488406,0.39954,0.0,2.19525,5.634,2.77154,0.0,8.18812,0.0,66.35764,0.0,0.0,ABM,39.13722,64.30404,353254.0,353250.0,7061970.0
0.5926,3.65989,0.0,0.0,1.12,2019-05-22 00:00:00.0,0.28,2019-09-03 00:00:00.0,9.31,0.0,7.04903,0.0,1.32668,63.94833,67.29538,13.94,0.0,9.624,371.2791,1130.243,87.37627,25.8394,28.41079,23.97847,31.61544,1.26143,8.01852,9.06775,1.286383,2.27758,0.0,3.37838,14.50306,3.52326,0.0,33.55034,0.0,93.95204,0.0,0.0,ABR,75.80661,371.2791,1268345.0,1268340.0,29387510.0
1.66872,0.0,10.92497,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1,0.0,3.8263,0.0,41.55994,7.47565,0.0,0.0,0.0,0.0,1.09987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.08736,0.0,0.0,ACER,0.0,0.0,675544.0,675540.0,3437600.0
1.10155,1.34955,1.58115,0.0,1.28,2019-07-12 00:00:00.0,0.32,2019-08-15 00:00:00.0,1.52,0.0,40.70146,39.2023,1.48592,58.27472,58.40901,85.45,5.02597,60.3152,60.93775,148614.6,1752.494,7.88321,8.57338,9.80756,11.80874,4.80565,25.56591,56.69215,1.392878,4.83724,1.13289,3.80312,8.4526,4.3904,0.0,8.00844,0.0,1764.181,0.0,0.0,ABT,37.96903,61.61358,5252540.0,5252540.0,109727080.0
0.0,0.0,2.02993,0.0,0.0,,0.0,,0.0,0.0,1296.393,156.38,0.61698,43.09781,44.68663,21.88,160.7857,9.02,0.0,248.4613,6.2239,9.06783,13.13086,10.99175,12.44568,4.46065,21.07391,25.02512,0.019304,2.9101,1.16796,12.22887,22.73022,20.09446,0.0,110.3501,0.0,16.09206,0.0,0.0,ACMR,18.7364,23.05632,125920.0,125920.0,2270330.0
1.41741,19.43025,0.0,0.0,0.4,2019-06-27 00:00:00.0,0.1,2019-07-10 00:00:00.0,1.06,0.0,16.50492,20.64449,2.86199,0.0,0.0,56.45,0.0,29.97,15.71192,1801.58,46.30834,30.65701,27.03254,39.43657,33.9149,1.2046,11.5231,13.22856,0.801492,3.62706,0.0,1.36462,11.35719,0.0,1.77598,49.52071,0.0,47.58531,0.0,0.0,ABCB,0.0,15.99669,322234.0,322230.0,5893020.0
0.0,0.0,3.202,0.0,0.2,2019-07-12 00:00:00.0,0.0,,0.55,0.0,36.29,24.09938,3.01513,20.57637,27.22786,39.74,17.7619,21.0,103.1134,1735.736,48.09514,7.91616,12.00938,15.30529,22.44634,2.45094,11.57157,22.0866,0.608614,1.14427,2.48117,11.86698,46.69406,13.65321,9.74893,6.78634,0.0,48.3492,0.0,0.0,ACA,51.49073,106.1462,513507.0,513510.0,7209210.0
0.0,0.0,2.66528,0.0,0.0,,0.0,,0.0,0.0,67.50998,65.16106,0.0,6.90476,3.56352,1.2054,0.0,0.155,0.0,22.58674,55.07595,0.0,0.0,0.0,0.0,3.51415,0.0,0.0,0.0,4.54736,0.0,0.0,0.0,0.0,0.0,458.7177,0.0,72.86046,0.0,0.0,ADOM,28.0112,38.91051,1787943.0,1787940.0,20114920.0
0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.525,0.0,4.0478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ACB,0.0,0.0,9017897.0,0.0,0.0
2.03384,3.0239,12.74918,0.0,0.0,,0.0,,0.0,0.0,29.77388,0.0,0.0,0.0,0.0,12.6,0.0,1.42,0.0,137.5774,35.11789,0.0,0.0,0.0,0.0,2.60016,0.0,0.0,0.0,26.51839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.85017,0.0,0.0,ABUS,0.0,0.0,1065753.0,1065750.0,9756940.0
0.38615,0.29939,0.0,0.0,1.88,2019-05-10 00:00:00.0,0.47,2019-08-26 00:00:00.0,4.07,0.0,73.45555,13.80355,0.86478,57.10545,53.37861,48.49,2.28115,38.4,90.41849,6333.182,136.388,12.95497,13.76594,24.36656,20.69079,1.8397,16.17997,53.35461,0.726352,7.01713,0.0,1.73372,3.45791,1.83558,0.0,9.54148,0.0,137.2601,0.0,0.0,ACC,45.73202,90.41849,566886.0,566890.0,14283460.0
0.31579,37.54477,6.38877,0.0,0.0,,0.0,,0.0,0.0,92.63802,104.2204,5.61143,83.17132,83.16057,459.75,0.0,228.0,0.0,11599.76,43.46775,35.71549,33.66314,31.57605,29.21779,12.38066,42.46882,45.81007,0.494506,15.07575,5.62515,28.14278,31.85105,31.39498,3.24985,29.58877,0.0,45.12473,0.0,0.0,ABMD,0.0,0.0,513373.0,513370.0,16836590.0
0.78563,1.40558,0.78791,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.12422,7.09199,7.32952,12.13,1.40302,7.44,103.4198,8968.143,657.1255,0.12252,0.82169,2.69079,3.80264,0.67218,6.65062,69.16232,0.0,0.34228,0.5142,0.73923,1.34023,1.52447,19.65476,0.0,0.0,680.9069,0.0,0.0,ACH,60.05128,194.0688,42843.0,42840.0,1079440.0
0.0,0.0,0.0,0.0,1.504536,2019-06-17 00:00:00.0,0.906257,2019-12-23 00:00:00.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,74.9512,0.0,61.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ACWI,0.0,0.0,2656072.0,0.0,0.0
1.72136,4.36856,1.22927,0.0,0.0,,0.0,,0.0,0.0,91.44535,165.4589,1.65941,3.87621,3.60036,37.58,4.95641,24.83,88.89759,5757.21,155.3837,1.85553,1.61448,3.33379,2.87215,1.37074,9.68775,22.05001,0.241128,0.28041,0.0,2.25843,6.47157,3.80928,0.05016,7.38347,0.0,157.3438,0.0,0.0,ACM,46.96555,92.66698,1596622.0,1596620.0,21347060.0
1.04992,16.83137,1.35368,0.0,2.92,2019-04-10 00:00:00.0,1.46,2019-11-15 00:00:00.0,1.58,0.0,21.88795,26.30571,6.9354,29.21668,30.30982,187.309,89.55797,132.63,0.14811,123970.6,669.1111,10.91167,10.76493,13.26391,14.31106,8.85284,23.37185,26.66032,1.218036,2.91416,0.0,18.12824,39.20673,30.74616,0.0,9.66593,0.0,670.4738,0.0,0.0,ACN,0.17537,0.18083,1875986.0,1875990.0,38822150.0
0.87758,0.0,0.0,0.0,1.44,2019-06-20 00:00:00.0,0.12,2019-06-28 00:00:00.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,14.48,0.0,10.07,0.0,160.7985,13.06707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.07407,0.0,0.0,ACP,0.0,0.0,75789.0,75790.0,2025800.0
0.26829,0.0,0.0,0.0,0.36823,2018-12-27 00:00:00.0,0.36823,2019-12-31 00:00:00.0,1.49,0.0,0.0,0.0,-8.48578,0.0,0.0,27.73,0.0,20.8801,0.0,118337.5,391.67068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.76929,0.0,0.0,ACT,0.0,0.0,2512.0,0.0,0.0
1.26737,7.38905,6.33668,0.0,0.48,2019-07-01 00:00:00.0,0.12,2019-07-23 00:00:00.0,2.16,0.0,0.0,14.03441,1.30898,37.62193,36.73975,23.0,3.06188,13.5,84.58425,74.48433,2.93599,2.57252,3.38828,4.89002,5.56707,1.40833,9.3708,16.97505,0.0,0.54375,2.76003,4.26084,8.98094,4.75147,0.76967,1.83554,0.0,3.35213,0.0,0.0,ACU,45.97202,85.08928,13722.0,13720.0,488680.0
1.38435,0.0,0.0,0.0,2.004,2019-06-12 00:00:00.0,0.167,2019-07-01 00:00:00.0,8.73,0.0,0.0,0.0,0.16828,30.84275,34.21082,25.31,0.11274,17.51,46.19038,236.9222,10.32341,0.0,17.60219,11.85371,17.41294,1.04103,0.0,136.3798,0.0,24.46212,0.0,0.48388,0.72131,0.4993,0.0,0.0,0.0,10.32341,0.0,0.0,ACV,31.59605,46.19038,25261.0,25260.0,742070.0
0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.15,0.85081,7.16,344.9377,11.74872,1.21874,0.0,0.0,0.0,0.0,0.29704,3.61399,0.0,0.0,0.39136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54588,0.0,0.0,ACY,77.52494,344.9377,14579.0,14580.0,97700.0
1.35506,15.2171,0.0,0.0,0.0,,0.0,,0.0,0.0,46.11816,1.02211,2.37141,0.0,0.0,46.85,0.0,28.5802,35.65817,692.3181,19.25344,26.47206,27.16111,32.9387,33.32305,0.99029,14.55918,13.67963,0.296621,4.44794,0.0,1.10449,8.32397,0.0,1.50258,47.18904,0.0,21.34149,0.0,0.0,ABTX,0.0,35.65817,71639.0,71640.0,1573480.0
0.69206,6.3301,0.0,0.0,0.72,2019-06-27 00:00:00.0,0.18,2019-07-03 00:00:00.0,8.29,0.0,125.5274,0.0,0.30155,55.31047,53.31662,8.6999,4.32398,5.58,57.56912,111.8887,11.93314,30.53156,14.49819,44.83346,47.85022,0.77779,0.0,28.81777,0.229574,4.11151,0.0,1.50179,2.62125,1.60017,0.0,0.0,0.0,12.87557,0.0,0.0,ABDC,36.53579,57.56912,28943.0,28940.0,756100.0
0.13222,11.09294,0.0,0.0,2.28,2019-06-27 00:00:00.0,0.57,2019-07-12 00:00:00.0,3.48,0.0,0.0,0.0,1.71573,87.34061,88.72814,70.255,3.02898,50.72,59.95528,2523.454,37.28235,43.72343,38.35113,53.07689,49.1932,1.95999,23.47115,38.23445,0.0,15.94932,0.0,3.29988,5.43503,3.38744,4.04403,29.34574,0.0,38.46728,0.0,0.0,ADC,37.43968,59.95528,289720.0,289720.0,6297510.0
0.65519,22.68416,1.06556,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.35,1.85585,24.27,135.9005,3055.757,86.47547,3.87988,0.0,11.17527,0.26811,1.25559,0.0,0.0,0.0,1.00823,1.05116,0.0,0.0,0.0,2.29575,4.53393,0.0,88.70122,0.0,0.0,ACHC,57.61159,137.7193,787214.0,787210.0,17255740.0
1.4032,14.84436,1.52413,0.0,2.16,2019-05-30 00:00:00.0,0.54,2019-09-11 00:00:00.0,1.96,0.0,41.9636,0.0,4.19846,67.73815,67.95045,118.54,8.41698,76.62,47.7963,40617.7,365.6329,24.1017,25.28427,30.76735,31.0717,3.47269,17.06635,26.26677,0.625942,6.51241,1.07866,7.41184,14.08161,7.93348,0.0,2.15421,0.0,368.3143,0.0,0.0,ADI,33.76728,50.98278,2441065.0,2441070.0,58555290.0
